iter	Logloss
901	0.27843189790902	0.2782436507
903	0.2779973759
904	0.27786246390905	0.27769982490906	0.2775469614
907	0.2774072715
908	0.2771430159
909	0.27700604
910	0.2768437678
911	0.2766923939
912	0.2765148505
913	0.2763258746
914	0.2760942983
915	0.2758874206
916	0.2757037084
917	0.2755139807
918	0.2753737313
919	0.2752609429
920	0.2751413756
921	0.2750205929
922	0.274814775
923	0.2746495433
924	0.2745054727
925	0.2743757957
926	0.2742059964
927	0.2740561496
928	0.273855624
929	0.2737128197
930	0.2736207145
931	0.273455165
932	0.2732933386
933	0.2731306503
934	0.2728991659
935	0.2727365771
936	0.2725933146
937	0.2724270721
938	0.2722753533
939	0.2720888077
940	0.271895219
941	0.2717521086
942	0.2715439889
943	0.2714314613
944	0.271251824
945	0.2709784917
946	0.270783563
947	0.2706673282
948	0.2705574363
949	0.2703896803
950	0.2702283844
951	0.270101662
952	0.2699808365
953	0.2698470088
954	0.2696617026
955	0.2695141901
956	0.2693344582
957	0.2691423532
958	0.2689383207
959	0.2687992567
960	0.2686460071
961	0.2685265489
962	0.2683932156
963	0.268250744
964	0.2679404888
965	0.2678469068
966	0.2677006595
967	0.2675848071
968	0.2673757072
969	0.2671865249
970	0.2669911871
971	0.2668498587
972	0.2665975932
973	0.2664438181
974	0.2662648113
975	0.2661110558
976	0.2658966566
977	0.2656975616
978	0.2655702991
979	0.2654431863
980	0.2653599625
981	0.2652076514
982	0.2650789347
983	0.26492641
984	0.2647057673
985	0.2645462364
986	0.2644004637
987	0.2641927653
988	0.2639448291
989	0.263794996
990	0.2636504581
991	0.2635023731
992	0.2632734511
993	0.2631236952
994	0.2629267207
995	0.2628206225
996	0.262618574
997	0.262505373
998	0.2623678019
999	0.2622544542
6127971699999	0.2611576505999	0.2543963145
